EscCo.2_50650_1-164_NEs	0.000000	1.313181	0.138927	1.589520	1.566302	1.288809	1.303916	0.138927	1.436252	1.287976	0.002035	1.463288	1.323190	1.268633	1.359128	1.303916	0.138927	0.083833	0.002035	1.412388	1.308466	1.589520	1.474317	0.091782	1.293593	1.577381	0.110461	0.141560	1.589520	1.463659	1.303533	0.010246	1.304657	0.138927	0.004080	0.108112	1.325413	1.342822
SalEn.10441_1-152_NEs	1.313181	0.000000	1.239102	1.870380	1.916277	0.248587	0.196185	1.239102	1.802693	0.198363	1.313181	1.111140	0.006608	0.203052	0.204665	0.196185	1.239102	1.289083	1.313181	1.802693	0.251665	1.870380	1.512624	1.200644	0.006607	1.890191	1.210330	1.246362	1.870380	1.536895	0.008821	1.303857	0.008820	1.239102	1.296077	1.210330	0.213312	0.202167
SalEn.2_MW09711_1-164_NEs	0.138927	1.239102	0.000000	1.524410	1.524270	1.244659	1.290443	0.000000	1.352152	1.384485	0.136508	1.463725	1.248561	1.430972	1.344932	1.290443	0.000000	0.116547	0.138927	1.330694	1.264560	1.524410	1.530240	0.124195	1.220608	1.535602	0.121632	0.002039	1.524410	1.518590	1.229994	0.134114	1.221598	0.000000	0.136331	0.123985	1.320234	1.318503
SalEn.4_10121_1-153_NEs	1.589520	1.870380	1.524410	0.000000	0.010979	1.636709	1.437995	1.524410	0.302416	1.769396	1.589520	2.073165	1.871736	1.788169	1.486112	1.437995	1.524410	1.611547	1.589520	0.302416	1.675841	0.000000	1.617701	1.555177	1.856961	0.002186	1.600688	1.513475	0.000000	1.641907	1.856961	1.625242	1.882871	1.524410	1.612837	1.600688	1.473299	1.472907
SalEn.51933_1-153_NEs	1.566302	1.916277	1.524270	0.010979	0.000000	1.674863	1.480332	1.524270	0.308177	1.763812	1.566302	2.005441	1.917665	1.804249	1.528625	1.480332	1.524270	1.623939	1.566302	0.308177	1.714195	0.010979	1.641049	1.555389	1.902738	0.008761	1.566341	1.513216	0.010979	1.665847	1.902738	1.601003	1.928376	1.524270	1.589042	1.566341	1.515933	1.516024
KlePn.2_08991_1-152_NEs	1.288809	0.248587	1.244659	1.636709	1.674863	0.000000	0.254830	1.244659	1.790724	0.215045	1.288809	1.016994	0.245607	0.270840	0.254785	0.254830	1.244659	1.320042	1.297923	1.790724	0.006611	1.636709	1.598898	1.233377	0.239490	1.650970	1.267020	1.228580	1.636709	1.612334	0.242542	1.298513	0.242505	1.244659	1.282515	1.275621	0.257914	0.258346
EscCo.50447_1-152	1.303916	0.196185	1.290443	1.437995	1.480332	0.254830	0.000000	1.290443	1.662041	0.199304	1.313475	1.084742	0.201892	0.223587	0.006594	0.000000	1.290443	1.251763	1.313979	1.662041	0.257929	1.437995	1.381034	1.173736	0.193378	1.448329	1.214852	1.273267	1.437995	1.401130	0.196220	1.324233	0.196191	1.290443	1.296866	1.214852	0.017693	0.004397
SalEn.10863_1-164_NEs	0.138927	1.239102	0.000000	1.524410	1.524270	1.244659	1.290443	0.000000	1.352152	1.384485	0.136508	1.463725	1.248561	1.430972	1.344932	1.290443	0.000000	0.116547	0.138927	1.330694	1.264560	1.524410	1.530240	0.124195	1.220608	1.535602	0.121632	0.002039	1.524410	1.518590	1.229994	0.134114	1.221598	0.000000	0.136331	0.123985	1.320234	1.318503
KlePn.1_03447_1-155_NEs	1.436252	1.802693	1.352152	0.302416	0.308177	1.790724	1.662041	1.352152	0.000000	1.806294	1.446966	2.079802	1.803270	1.821543	1.730567	1.662041	1.352152	1.448992	1.436252	0.000000	1.825700	0.299915	1.519760	1.407589	1.803270	0.301848	1.468642	1.343839	0.302416	1.542771	1.803270	1.436552	1.867024	1.352152	1.416011	1.468642	1.716656	1.732511
CitRo.1_05022_1-152_NEs	1.287976	0.198363	1.384485	1.769396	1.763812	0.215045	0.199304	1.384485	1.806294	0.000000	1.278553	1.036750	0.189849	0.237303	0.196420	0.199304	1.384485	1.287655	1.297430	1.806294	0.220908	1.769396	1.467471	1.256866	0.195519	1.739386	1.292240	1.365543	1.769396	1.489374	0.198398	1.288584	0.198369	1.384485	1.281457	1.292240	0.204997	0.199606
EscCo.50889_1-164	0.002035	1.313181	0.136508	1.589520	1.566302	1.288809	1.313475	0.136508	1.446966	1.278553	0.000000	1.473941	1.323190	1.268633	1.368361	1.313475	0.136508	0.081583	0.004075	1.423007	1.308466	1.589520	1.463132	0.089483	1.293593	1.577381	0.108114	0.139131	1.589520	1.452619	1.303533	0.008187	1.304657	0.136508	0.006126	0.105770	1.335056	1.352598
SalEn.52546_2-151_BeL	1.463288	1.111140	1.463725	2.073165	2.005441	1.016994	1.084742	1.463725	2.079802	1.036750	1.473941	0.000000	1.136108	1.049178	1.089672	1.084742	1.463725	1.495234	1.452653	2.083262	1.016994	2.073165	1.960214	1.440881	1.119414	2.034275	1.398181	1.441811	2.073165	1.991217	1.111627	1.421827	1.111094	1.463725	1.432379	1.387236	1.062373	1.081756
SalEn.52400_1-152_NEs	1.323190	0.006608	1.248561	1.871736	1.917665	0.245607	0.201892	1.248561	1.803270	0.189849	1.323190	1.136108	0.000000	0.208835	0.210422	0.201892	1.248561	1.298766	1.323190	1.803270	0.248676	1.871736	1.489840	1.209663	0.013265	1.891577	1.219576	1.255923	1.871736	1.513723	0.015496	1.313838	0.015494	1.248561	1.305949	1.219576	0.219121	0.207918
EntCo.1_22960_1-152_NEs	1.268633	0.203052	1.430972	1.788169	1.804249	0.270840	0.223587	1.430972	1.821543	0.237303	1.268633	1.049178	0.208835	0.000000	0.223548	0.223587	1.430972	1.337598	1.278393	1.821543	0.273995	1.788169	1.430428	1.230111	0.200209	1.805273	1.358732	1.441072	1.788169	1.452412	0.203088	1.278393	0.203058	1.430972	1.262047	1.358732	0.220637	0.223937
EscCo.2_45610_19-181_NEs	1.359128	0.204665	1.344932	1.486112	1.528625	0.254785	0.006594	1.344932	1.730567	0.196420	1.368361	1.089672	0.210422	0.223548	0.000000	0.006594	1.344932	1.309030	1.368860	1.741484	0.255781	1.486112	1.418724	1.229452	0.201835	1.496899	1.280177	1.327890	1.486112	1.439357	0.204702	1.378772	0.203087	1.344932	1.351895	1.280177	0.010943	0.006559
EscCo.3_0500_1-152_NEs	1.303916	0.196185	1.290443	1.437995	1.480332	0.254830	0.000000	1.290443	1.662041	0.199304	1.313475	1.084742	0.201892	0.223587	0.006594	0.000000	1.290443	1.251763	1.313979	1.662041	0.257929	1.437995	1.381034	1.173736	0.193378	1.448329	1.214852	1.273267	1.437995	1.401130	0.196220	1.324233	0.196191	1.290443	1.296866	1.214852	0.017693	0.004397
SalEn.4_09711_1-164_NEs	0.138927	1.239102	0.000000	1.524410	1.524270	1.244659	1.290443	0.000000	1.352152	1.384485	0.136508	1.463725	1.248561	1.430972	1.344932	1.290443	0.000000	0.116547	0.138927	1.330694	1.264560	1.524410	1.530240	0.124195	1.220608	1.535602	0.121632	0.002039	1.524410	1.518590	1.229994	0.134114	1.221598	0.000000	0.136331	0.123985	1.320234	1.318503
CitRo.1_09531_1-164_NEs	0.083833	1.289083	0.116547	1.611547	1.623939	1.320042	1.251763	0.116547	1.448992	1.287655	0.081583	1.495234	1.298766	1.337598	1.309030	1.251763	0.116547	0.000000	0.083833	1.425727	1.340392	1.611547	1.381686	0.087035	1.289083	1.635433	0.098364	0.119068	1.611547	1.372659	1.298766	0.086079	1.299854	0.116547	0.083719	0.100664	1.292533	1.289718
EscCo.3_0957_1-164_NEs	0.002035	1.313181	0.138927	1.589520	1.566302	1.297923	1.313979	0.138927	1.436252	1.297430	0.004075	1.452653	1.323190	1.278393	1.368860	1.313979	0.138927	0.083833	0.000000	1.412388	1.317643	1.589520	1.463727	0.094086	1.293593	1.577381	0.110461	0.141560	1.589520	1.453204	1.303533	0.008188	1.304657	0.138927	0.002038	0.108112	1.335569	1.353123
KlePn.2_15741_1-153_NEs	1.412388	1.802693	1.330694	0.302416	0.308177	1.790724	1.662041	1.330694	0.000000	1.806294	1.423007	2.083262	1.803270	1.821543	1.741484	1.662041	1.330694	1.425727	1.412388	0.000000	1.825700	0.302416	1.551536	1.384913	1.803270	0.301848	1.444763	1.322630	0.302416	1.575482	1.803270	1.412680	1.867024	1.330694	1.392559	1.444763	1.716656	1.732511
KlePn.1_02762_1-153_NEs	1.308466	0.251665	1.264560	1.675841	1.714195	0.006611	0.257929	1.264560	1.825700	0.220908	1.308466	1.016994	0.248676	0.273995	0.255781	0.257929	1.264560	1.340392	1.317643	1.825700	0.000000	1.675841	1.639261	1.243801	0.242539	1.690545	1.295875	1.248198	1.675841	1.653373	0.245601	1.318243	0.243575	1.264560	1.301995	1.304554	0.258891	0.259322
SalEn.2_MW10121_1-154_NEs	1.589520	1.870380	1.524410	0.000000	0.010979	1.636709	1.437995	1.524410	0.299915	1.769396	1.589520	2.073165	1.871736	1.788169	1.486112	1.437995	1.524410	1.611547	1.589520	0.302416	1.675841	0.000000	1.617701	1.555177	1.856961	0.002186	1.600688	1.513475	0.000000	1.641907	1.856961	1.625242	1.882871	1.524410	1.612837	1.600688	1.473299	1.472907
