SalEn.3_3713_1-463_NEs	0.000000	1.730043	0.216877	1.703526	1.526194	0.000000	1.707084	1.517782	1.829118	0.000720	0.191424	0.210060	1.785849	1.643194	1.638705	0.946521	0.949223	1.638705	1.638705	1.728416	1.829118	0.949223	0.848578	0.851515	1.634214	0.009422	0.947538	1.761747	1.495081	1.574888	1.415454	0.195153	0.181121	1.803338	1.785849	0.192559	1.590903	1.733386	0.213905	1.796619	0.007237	1.801248	1.737132	1.785849	0.192559	1.490928	1.564121	1.574888
CitRo.1_24401_1-429_NEs	1.730043	0.000000	1.791264	0.193830	0.179813	1.734938	0.171998	0.179288	1.026370	1.730043	1.717853	1.660668	1.676588	0.163408	0.166382	2.000936	2.022038	0.166382	0.166382	0.201772	1.026370	2.022038	1.903528	1.903528	0.161406	1.762406	2.022477	1.072926	1.000600	1.514949	1.460011	1.701853	1.593259	1.028951	1.682948	1.706662	1.523226	0.196798	1.775304	1.025519	1.744388	1.686001	0.201772	1.682948	1.706662	0.998647	1.515170	1.514949
KlePn.1_00566_1-464_NEs	0.216877	1.791264	0.000000	1.750716	1.548188	0.217230	1.762238	1.548188	1.819098	0.216877	0.211240	0.180353	1.774219	1.672811	1.663748	0.907685	0.907849	1.663748	1.663748	1.746939	1.819098	0.907849	0.826440	0.827264	1.646129	0.214983	0.899107	1.633081	1.437721	1.510115	1.323981	0.217066	0.194800	1.784808	1.774219	0.212983	1.513615	1.747553	0.009425	1.814905	0.221623	1.789889	1.755893	1.774219	0.212983	1.425540	1.502515	1.510115
EscCo.4_01243_1-429_NEs	1.703526	0.193830	1.750716	0.000000	0.240373	1.714164	0.235018	0.242924	1.134020	1.703526	1.659312	1.682731	1.715616	0.195928	0.197223	2.133858	2.186855	0.197223	0.197223	0.015635	1.134020	2.186855	1.857832	1.862257	0.195047	1.697268	2.181697	1.111796	1.103124	1.490307	1.492739	1.644837	1.658373	1.136202	1.717377	1.638147	1.493344	0.015638	1.757163	1.154437	1.701428	1.715156	0.015635	1.717377	1.638147	1.099176	1.518797	1.490307
KlePn.2_34791_1-428_NEs	1.526194	0.179813	1.548188	0.240373	0.000000	1.531211	0.152510	0.003137	0.966376	1.526194	1.568249	1.616971	1.684969	0.202602	0.206780	1.930316	1.985709	0.206780	0.206780	0.243522	0.966376	1.985709	1.642552	1.646504	0.200473	1.524942	1.951614	0.989453	0.924428	1.451177	1.403827	1.579178	1.565427	0.966026	1.686365	1.561823	1.481291	0.242501	1.532623	0.983768	1.520599	1.684381	0.243522	1.686365	1.561823	0.924803	1.492923	1.451177
SalEn.2_MW37361_1-464_NEs	0.000000	1.734938	0.217230	1.714164	1.531211	0.000000	1.712495	1.522823	1.827441	0.000720	0.190878	0.210060	1.797624	1.648180	1.643708	0.946180	0.948870	1.643708	1.643708	1.739212	1.827441	0.948870	0.853472	0.856421	1.639234	0.009422	0.947193	1.766865	1.494494	1.570534	1.427483	0.194595	0.181121	1.801771	1.797624	0.192559	1.586482	1.744185	0.213905	1.795065	0.007237	1.813113	1.747932	1.797624	0.192559	1.490360	1.559795	1.570534
EntCo.1_37840_1-402_NEs	1.707084	0.171998	1.762238	0.235018	0.152510	1.712495	0.000000	0.154197	1.032568	1.707084	1.719286	1.752661	1.664194	0.206312	0.211899	2.056920	2.058364	0.211899	0.211899	0.236061	1.032568	2.058364	1.841650	1.841650	0.211934	1.721819	2.046223	0.983632	0.916090	1.561664	1.514793	1.720919	1.761065	1.013609	1.665448	1.711531	1.590416	0.236103	1.765976	1.042522	1.718223	1.663469	0.237188	1.665448	1.711531	0.916479	1.552372	1.561664
KlePn.1_03759_1-429_NEs	1.517782	0.179288	1.548188	0.242924	0.003137	1.522823	0.154197	0.000000	0.961121	1.517782	1.572552	1.616971	1.684969	0.204034	0.208207	1.930316	1.985709	0.208207	0.208207	0.243951	0.961121	1.985709	1.651603	1.655551	0.201906	1.516615	1.951614	0.989466	0.921798	1.459666	1.412190	1.583453	1.569851	0.960773	1.686365	1.566117	1.489928	0.242932	1.532623	0.978462	1.512269	1.689392	0.243951	1.686365	1.566117	0.922167	1.501760	1.459666
EscCo.3_1075_9-442_NEs	1.829118	1.026370	1.819098	1.134020	0.966376	1.827441	1.032568	0.961121	0.000000	1.822919	1.776787	1.823249	1.464172	1.065233	1.058207	1.769251	1.798119	1.058207	1.058207	1.124584	0.000000	1.798119	1.613449	1.607488	1.064916	1.837219	1.821760	0.279388	0.337069	1.484639	1.610162	1.772388	1.786138	0.034756	1.463177	1.765141	1.475471	1.121993	1.802860	0.024293	1.852214	1.454311	1.127538	1.463177	1.765141	0.336052	1.516202	1.484639
SalEn.4_37361_1-463_NEs	0.000720	1.730043	0.216877	1.703526	1.526194	0.000720	1.707084	1.517782	1.822919	0.000000	0.191424	0.210060	1.785849	1.643194	1.638705	0.946521	0.949223	1.638705	1.638705	1.728416	1.822919	0.949223	0.848578	0.851515	1.634214	0.010150	0.947538	1.766130	1.498779	1.578240	1.410777	0.195153	0.181121	1.797159	1.785849	0.192559	1.594265	1.733386	0.213905	1.790378	0.007963	1.801248	1.737132	1.785849	0.192559	1.494607	1.567482	1.578240
EscCo.1_04103_1-464_NEs	0.191424	1.717853	0.211240	1.659312	1.568249	0.190878	1.719286	1.572552	1.776787	0.191424	0.000000	0.187550	1.626096	1.717881	1.713477	0.938019	0.933359	1.713477	1.713477	1.677717	1.776787	0.933359	0.884797	0.892609	1.680308	0.186888	0.922501	1.757039	1.555546	1.484991	1.419603	0.019587	0.163848	1.766586	1.626096	0.002881	1.496700	1.682560	0.206069	1.810625	0.189767	1.634258	1.686215	1.626096	0.002881	1.546358	1.456629	1.484991
EntCo.1_02780_1-463_NEs	0.210060	1.660668	0.180353	1.682731	1.616971	0.210060	1.752661	1.616971	1.823249	0.210060	0.187550	0.000000	1.625532	1.739366	1.734651	0.914073	0.921092	1.734651	1.734651	1.699134	1.823249	0.921092	0.841755	0.847264	1.716308	0.206279	0.917121	1.636843	1.501817	1.458088	1.372044	0.188128	0.170373	1.801804	1.625532	0.186593	1.469239	1.695260	0.178431	1.818339	0.214034	1.638985	1.708128	1.625532	0.186593	1.488853	1.435391	1.458088
SalEn.2_MW36221_2-441_NEs	1.785849	1.676588	1.774219	1.715616	1.684969	1.797624	1.664194	1.684969	1.464172	1.785849	1.626096	1.625532	0.000000	1.624944	1.640708	1.856687	1.817274	1.640708	1.640708	1.719657	1.464172	1.817274	1.577705	1.581422	1.657604	1.765777	1.880513	1.466389	1.446949	1.577886	1.700031	1.641675	1.643026	1.460008	0.000000	1.629632	1.586521	1.724709	1.745234	1.436477	1.771792	0.006857	1.724678	0.000000	1.629632	1.447376	1.594948	1.572415
