EntCo.1_40240_1-131_NEs	0.000000	0.260203	0.291121	0.291121	0.291121	1.366333	1.350777	1.362366	1.380113	0.259699	0.264190	1.350777	0.291121	1.136960	0.259699	1.362830	1.309408	0.270325	0.278400	1.139410	0.291121	0.255402
EscCo.4_01568_1-132_NEs	0.260203	0.000000	0.223562	0.220313	0.223562	1.302740	1.350712	1.361396	1.378455	0.020383	0.186639	1.350712	0.223562	1.375733	0.020383	1.339609	1.701148	0.273364	0.281460	1.375604	0.223562	0.020401
SalEn.50674_1-132_NEs	0.291121	0.223562	0.000000	0.002528	0.000000	1.478346	1.492354	1.475680	1.537792	0.209796	0.210988	1.492354	0.000000	1.497591	0.209796	1.492354	1.549407	0.274352	0.275100	1.495995	0.000000	0.210012
SalEn.12174_1-132_NEs	0.291121	0.220313	0.002528	0.000000	0.002528	1.478346	1.492354	1.475680	1.537792	0.206592	0.207811	1.492354	0.002528	1.486424	0.206592	1.492354	1.537344	0.270929	0.271666	1.484964	0.002528	0.206805
SalEn.2_MW22131_1-132_NEs	0.291121	0.223562	0.000000	0.002528	0.000000	1.478346	1.492354	1.475680	1.537792	0.209796	0.210988	1.492354	0.000000	1.497591	0.209796	1.492354	1.549407	0.274352	0.275100	1.495995	0.000000	0.210012
EscCo.4_04405_5-134_NEs	1.366333	1.302740	1.478346	1.478346	1.478346	0.000000	0.285009	0.285009	0.285009	1.302740	1.415111	0.285009	1.478346	0.413682	1.302740	0.292701	0.319879	1.330876	1.357419	0.413682	1.478346	1.335343
SalEn.4_42221_5-134_NEs	1.350777	1.350712	1.492354	1.492354	1.492354	0.285009	0.000000	0.002575	0.000000	1.337421	1.389188	0.000000	1.492354	0.320987	1.337421	0.005159	0.233988	1.320093	1.345011	0.320987	1.492354	1.337374
SalEn.54177_5-134_NEs	1.362366	1.361396	1.475680	1.475680	1.475680	0.285009	0.002575	0.000000	0.002575	1.348082	1.400335	0.002575	1.475680	0.324956	1.348082	0.007746	0.237469	1.331112	1.356223	0.324956	1.475680	1.347909
SalEn.2_MW42221_5-135_NEs	1.380113	1.378455	1.537792	1.537792	1.537792	0.285009	0.000000	0.002575	0.000000	1.365040	1.418359	0.000000	1.537792	0.331586	1.365040	0.005159	0.235305	1.347845	1.373350	0.331586	1.537792	1.364662
EscCo.52141_1-132	0.259699	0.020383	0.209796	0.206592	0.209796	1.302740	1.337421	1.348082	1.365040	0.000000	0.173665	1.337421	0.209796	1.359258	0.000000	1.326344	1.701148	0.276469	0.284583	1.359336	0.209796	0.005050
CitRo.1_22691_1-132_NEs	0.264190	0.186639	0.210988	0.207811	0.210988	1.415111	1.389188	1.400335	1.418359	0.173665	0.000000	1.389188	0.210988	1.286797	0.173665	1.389188	1.524724	0.247918	0.255628	1.287708	0.210988	0.173294
SalEn.3_4207_5-134_NEs	1.350777	1.350712	1.492354	1.492354	1.492354	0.285009	0.000000	0.002575	0.000000	1.337421	1.389188	0.000000	1.492354	0.320987	1.337421	0.005159	0.233988	1.320093	1.345011	0.320987	1.492354	1.337374
