SalEn.3_4331_1-469_NEs	0.000000	1.043345	1.415301	1.346386	1.445392	0.194203	1.043345	1.221676	1.059664	1.095831	1.216801	1.942960	1.410017	1.382127	0.985423	1.061575	1.221676	1.097954	1.250003	1.070578	0.985074	1.351137	0.148022	0.953657	0.022508	1.566607	1.401180	1.048397	1.071223	1.036415	1.313937	1.212343	1.266710	1.070596	1.358902	0.997584	1.859837	1.863866	0.176285	1.079578	1.076365	1.030035	1.040497	0.166738	1.381552	1.050633	1.566607	1.312395	1.363175	0.986455	0.986455	1.279568	0.169463	1.070596	1.012817	0.014433	1.040665	0.993766	1.052567	0.989166	1.278428	0.170658	1.376960	1.034268	1.043345	0.159836	0.672632	1.566607	1.374610	0.985074	1.072739	1.368796	1.883719	1.115006	0.970904	1.888478	0.977512	1.878589	0.192919	1.279568	1.845793	1.851175	0.986455	1.221676	1.030187	1.079810	1.258466	0.983849	0.982455	0.000000	1.413186	1.344303	1.090358	1.422511	1.863866	1.067430	1.881770	2.072336	1.313937	1.066045	1.316556	1.219255	0.985074	1.422511	1.382127	1.048581	1.375915	1.566052	0.997782	0.000000	2.073855	1.059664	1.339303	0.997584	0.675079	1.035407	1.041980	1.150028	1.048397	1.416026	1.293705	1.073684	1.030279	1.368796	1.003233	1.991435
SalEn.2_MW39051_1-461_NEs	1.043345	0.000000	1.067488	1.208993	1.278684	1.022801	0.000000	1.061758	0.189447	0.923139	1.133815	2.043900	1.091490	1.099938	0.160132	0.006560	1.061758	0.920109	1.062725	0.192861	0.851767	1.268565	1.005374	0.847496	1.035698	1.304034	1.059670	1.065524	0.909402	0.230444	1.337866	1.131082	1.075615	0.913767	1.221834	1.037314	2.212451	2.208439	0.969400	0.916219	0.914802	0.934639	1.055559	1.018378	1.097796	1.059906	1.304034	1.344880	1.264078	0.890304	0.890304	1.086201	1.019367	0.913767	0.916494	1.042510	1.055732	1.042724	0.005827	1.032222	1.131312	1.021526	1.082616	0.230237	0.000000	1.023535	1.017758	1.304224	1.042181	0.850085	0.896643	1.282178	2.221035	0.923261	1.049757	2.155419	0.856667	2.154787	1.028253	1.086201	2.125724	2.233567	0.890759	1.061758	1.070751	0.914329	1.075465	0.895423	0.846037	1.043345	1.093155	1.119814	0.925173	1.063175	2.208439	0.186357	2.158688	2.208793	1.337866	0.186391	1.318086	1.052069	0.850085	1.063175	1.099938	0.985906	1.095505	1.295125	0.859694	1.043345	2.190252	0.189447	1.230137	1.037314	1.021852	1.031785	0.983171	1.107396	1.059906	1.063175	1.143207	0.915547	1.060231	1.282178	0.863289	2.198623
SalEn.3_2177_1-489_NEs	1.415301	1.067488	0.000000	1.327422	1.196071	1.405446	1.067488	1.612314	1.196115	1.234768	1.481129	2.288418	0.198218	0.175556	1.121706	1.067079	1.612314	1.220915	1.620862	1.214478	1.262922	1.381142	1.391261	1.245512	1.434276	1.261290	0.006846	1.321657	1.319332	1.167678	1.425316	1.475482	1.504994	1.309983	1.337064	1.347059	2.384717	2.384717	1.436968	1.413013	1.309983	1.236904	1.324088	1.405381	0.178712	1.321516	1.261290	1.429518	1.385085	1.276284	1.276284	1.522784	1.423106	1.309983	1.243882	1.422934	1.315686	1.345903	1.071802	1.337695	0.999395	1.410765	0.181456	1.166734	1.067488	1.407791	1.490699	1.264226	0.154443	1.258920	1.287589	1.391633	2.397706	1.261517	1.370212	2.296738	1.256580	2.268393	1.406877	1.513863	2.329446	2.411120	1.279316	1.606828	1.339920	1.310379	1.487238	1.281673	1.267780	1.415301	0.199199	0.923027	1.222859	0.000682	2.384717	1.180995	2.280213	2.254339	1.425316	1.155520	1.432088	1.621281	1.258920	0.000682	0.175556	1.433355	0.175623	1.255816	1.213632	1.415301	2.250159	1.196115	1.006078	1.347059	1.493123	1.328939	1.433900	1.448020	1.321516	0.003414	0.988816	1.407405	1.344301	1.391633	1.217747	2.384924
KlePn.1_02594_1-464_NEs	1.346386	1.208993	1.327422	0.000000	1.304519	1.336477	1.208993	1.369928	1.229076	1.219556	1.325812	2.142534	1.357411	1.398066	1.214708	1.212826	1.369928	1.211273	1.393323	1.225980	1.246709	0.210448	1.394546	1.194212	1.355437	1.387033	1.328483	1.225439	1.321106	1.128168	0.219943	1.325812	1.426503	1.331060	0.007232	1.235668	2.267243	2.262867	1.296885	1.167016	1.335358	1.256971	1.214649	1.433956	1.394670	1.228083	1.387033	0.219401	0.209372	1.275078	1.275078	1.433936	1.448101	1.331060	1.250926	1.364591	1.227919	1.235668	1.201010	1.224778	1.245648	1.425123	1.295588	1.139176	1.208993	1.406463	1.525680	1.390250	1.259546	1.246709	1.204537	0.209020	2.234199	1.240465	1.303068	2.227071	1.237490	2.227428	1.334627	1.433936	2.234105	2.232603	1.275078	1.369928	1.259525	1.323849	1.421546	1.292784	1.239278	1.346386	1.351459	1.273169	1.222552	1.321498	2.262867	1.213115	2.235487	2.156268	0.219943	1.213264	0.217724	1.358014	1.246709	1.321498	1.398066	1.217579	1.394980	1.383444	1.226464	1.346386	2.178851	1.229076	1.349105	1.235668	1.529879	1.244105	1.223929	1.437890	1.225439	1.324561	1.255922	1.166330	1.259525	0.209020	1.215928	2.082196
SalEn.50507_1-429_NEs	1.445392	1.278684	1.196071	1.304519	0.000000	1.313466	1.278684	1.301409	1.217125	1.372889	1.263367	2.334361	1.180735	1.177093	1.201354	1.276098	1.301409	1.369825	1.314659	1.230899	1.282968	1.248760	1.394996	1.317599	1.416974	0.009359	1.198212	1.571706	1.365575	1.231280	1.359376	1.260416	1.402211	1.367555	1.295495	1.474635	2.090523	2.090523	1.391423	1.375307	1.367555	1.362957	1.545826	1.347322	1.163703	1.571706	0.009359	1.359376	1.247411	1.375554	1.375554	1.411080	1.360727	1.367555	1.345588	1.452572	1.549599	1.466297	1.272915	1.504420	1.027489	1.345080	1.193701	1.234564	1.278684	1.357981	1.536560	0.009359	1.165138	1.282968	1.361097	1.251928	2.056021	1.382563	1.472023	2.067401	1.282828	2.068107	1.317966	1.411080	2.081182	2.064482	1.375554	1.301409	1.519954	1.365258	1.377403	1.386700	1.288838	1.445392	1.183124	1.057636	1.379548	1.202525	2.090523	1.202080	2.076864	2.021725	1.359376	1.220722	1.328231	1.301344	1.282968	1.202525	1.177093	1.394871	1.171563	0.007006	1.358524	1.445392	2.021142	1.217125	1.077476	1.474635	1.531895	1.473173	1.391795	1.338493	1.571706	1.199263	1.037734	1.365246	1.512554	1.251928	1.355376	2.081905
KlePn.2_02111_1-467_NEs	0.194203	1.022801	1.405446	1.336477	1.313466	0.000000	1.022801	1.183591	1.010098	1.070467	1.150582	2.066269	1.321628	1.428142	0.950158	1.040106	1.183591	1.083319	1.208428	1.015616	0.919112	1.387343	0.177524	0.912111	0.199163	1.428258	1.403554	1.025304	1.046384	0.999256	1.369333	1.147988	1.228776	1.051787	1.323566	0.988666	2.100608	2.104817	0.169954	0.987717	1.057453	0.958938	1.015116	0.206511	1.438216	1.027556	1.428258	1.369333	1.390022	0.927097	0.927097	1.250877	0.212245	1.051787	0.935988	0.197187	1.017432	0.984844	1.026839	0.986298	1.212326	0.212678	1.354302	0.996868	1.022801	0.201323	0.677747	1.428258	1.365108	0.919112	1.059240	1.395498	2.104817	1.109061	0.977358	2.123970	0.909998	2.074527	0.003591	1.250877	2.065045	2.072886	0.927097	1.183591	0.971405	1.060524	1.251792	0.920970	0.912038	0.194203	1.321116	1.306386	1.072804	1.412865	2.104817	1.008840	2.082560	2.093921	1.369333	0.998070	1.355479	1.186922	0.919112	1.412865	1.428142	0.992629	1.434564	1.435244	0.948641	0.194203	2.097122	1.010098	1.284948	0.988666	0.677028	1.003028	0.986393	1.153724	1.025304	1.416077	1.214553	0.990374	0.976375	1.395498	0.951417	2.291488
SalEn.3_3889_1-461_NEs	1.043345	0.000000	1.067488	1.208993	1.278684	1.022801	0.000000	1.061758	0.189447	0.923139	1.133815	2.043900	1.091490	1.099938	0.160132	0.006560	1.061758	0.920109	1.062725	0.192861	0.851767	1.268565	1.005374	0.847496	1.035698	1.304034	1.059670	1.065524	0.909402	0.230444	1.337866	1.131082	1.075615	0.913767	1.221834	1.037314	2.212451	2.208439	0.969400	0.916219	0.914802	0.934639	1.055559	1.018378	1.097796	1.059906	1.304034	1.344880	1.264078	0.890304	0.890304	1.086201	1.019367	0.913767	0.916494	1.042510	1.055732	1.042724	0.005827	1.032222	1.131312	1.021526	1.082616	0.230237	0.000000	1.023535	1.017758	1.304224	1.042181	0.850085	0.896643	1.282178	2.221035	0.923261	1.049757	2.155419	0.856667	2.154787	1.028253	1.086201	2.125724	2.233567	0.890759	1.061758	1.070751	0.914329	1.075465	0.895423	0.846037	1.043345	1.093155	1.119814	0.925173	1.063175	2.208439	0.186357	2.158688	2.208793	1.337866	0.186391	1.318086	1.052069	0.850085	1.063175	1.099938	0.985906	1.095505	1.295125	0.859694	1.043345	2.190252	0.189447	1.230137	1.037314	1.021852	1.031785	0.983171	1.107396	1.059906	1.063175	1.143207	0.915547	1.060231	1.282178	0.863289	2.198623
SalEn.4_15791_5-485_NEs	1.221676	1.061758	1.612314	1.369928	1.301409	1.183591	1.061758	0.000000	1.107543	1.250136	0.262634	2.228407	1.539152	1.596206	1.064930	1.050839	0.000000	1.260874	0.009061	1.099349	1.074342	1.415132	1.183942	1.072317	1.258335	1.405072	1.621353	1.150754	1.203031	1.148661	1.465332	0.264115	0.241793	1.198896	1.374047	1.194471	2.135070	2.135070	1.166257	1.102830	1.205198	1.164412	1.138704	1.239747	1.584278	1.145101	1.405072	1.469785	1.413471	1.131521	1.131521	0.243629	1.240595	1.198896	1.161104	1.245652	1.132248	1.202290	1.058285	1.163644	1.375574	1.236311	1.551290	1.142705	1.061758	1.227391	1.237717	1.416336	1.506743	1.070942	1.179295	1.391573	2.147220	1.282949	1.166514	2.256573	1.073673	2.226983	1.184256	0.243629	2.219264	2.150134	1.134636	0.000000	1.182727	1.194141	0.241494	1.154143	1.084385	1.221676	1.528306	1.341688	1.252792	1.621545	2.135070	1.077035	2.223125	2.231209	1.465332	1.056773	1.463860	0.006259	1.070942	1.621545	1.596206	1.262386	1.588221	1.401428	1.068340	1.221676	2.239543	1.107543	1.430101	1.194471	1.233516	1.180233	1.254143	0.227025	1.142683	1.625093	1.389024	1.117007	1.165672	1.391573	1.059042	2.352666
EscCo.43795_1-461	1.059664	0.189447	1.196115	1.229076	1.217125	1.010098	0.189447	1.107543	0.000000	0.900127	1.122207	2.054558	1.134060	1.138030	0.179554	0.193104	1.107543	0.897201	1.127040	0.008732	0.833814	1.287057	1.001237	0.807990	1.050260	1.240031	1.187853	1.089696	0.950813	0.204871	1.310932	1.123295	1.091201	0.950670	1.242346	1.048979	2.216294	2.216294	1.004023	0.966787	0.954383	0.934863	1.084616	1.002698	1.139110	1.085808	1.240031	1.312390	1.262466	0.832609	0.832609	1.099211	1.005384	0.950670	0.927834	1.059462	1.084448	1.052780	0.190262	1.061597	1.154405	1.008356	1.125853	0.204691	0.189447	1.004618	1.016327	1.236804	1.101663	0.834517	0.888189	1.271285	2.230068	0.914155	1.019760	2.183201	0.832931	2.245017	1.013912	1.099211	2.234191	2.236056	0.833197	1.107543	1.053150	0.955957	1.105631	0.823109	0.826991	1.059664	1.141337	1.196955	0.904125	1.191103	2.216294	0.024303	2.237017	2.161101	1.310932	0.211901	1.303049	1.099691	0.834517	1.191103	1.138030	1.024683	1.133338	1.234762	0.831261	1.059664	2.154923	0.000000	1.243036	1.048979	1.011805	1.034252	1.021934	1.145402	1.085808	1.185462	1.156542	0.959403	1.054403	1.271285	0.826621	2.256815
EscCo.2_0604_1-458_NEs	1.095831	0.923139	1.234768	1.219556	1.372889	1.070467	0.923139	1.250136	0.900127	0.000000	1.111832	2.032883	1.201468	1.252269	0.931386	0.932140	1.250136	0.007310	1.262177	0.903777	0.842084	1.271120	1.027907	0.811456	1.078324	1.433267	1.242571	0.552633	0.202337	0.913816	1.204199	1.102738	1.210626	0.201633	1.219449	0.587582	2.081177	2.076888	1.120867	0.868167	0.201633	0.228052	0.548570	1.107414	1.253331	0.554051	1.433267	1.204199	1.248017	0.838417	0.838417	1.232768	1.137864	0.201633	0.227598	1.099531	0.543073	0.584464	0.926353	0.535127	1.287579	1.137151	1.186173	0.921218	0.923139	1.103133	1.093628	1.433267	1.230627	0.842084	0.172347	1.257562	2.066260	0.025155	0.560156	2.086366	0.850870	2.106723	1.083052	1.232768	2.153351	2.070865	0.838417	1.250136	0.543032	0.205665	1.204316	0.823480	0.840172	1.095831	1.206749	1.291655	0.004378	1.240941	2.076888	0.897127	2.115218	1.967859	1.204199	0.922648	1.190961	1.256017	0.842084	1.240941	1.252269	0.540918	1.257549	1.425859	0.817636	1.095831	1.985898	0.900127	1.222680	0.587582	1.091706	0.579329	0.537650	1.159883	0.552633	1.244190	1.290090	0.864015	0.543200	1.257562	0.821759	2.319216
