SalEn.13865_1-335_NEs	0.000000	1.957536	1.395511	1.453292	1.602866	1.418776	1.688721	1.532453	1.641769	1.743254	2.346054	0.537180	1.624496	1.361040	2.359370	1.686569	1.275139	1.614370	0.526810	0.003958	1.743006	1.632860	1.568322	1.451521	1.439553	1.599404	1.688984	1.523323	1.470707	1.468563	1.504534	1.490830	1.614003	2.238529	1.475731	1.418592	1.565994	1.430032	1.613742	1.995199	1.206112	2.041902	1.324015	1.460864	1.430609	2.228069	1.615334	1.589562	1.443994	0.003958	2.139596	1.440076	0.004947	2.187464	1.567603	1.609717	1.559667	1.262283	1.262475	1.542691	1.227522	2.187464	1.621315	2.307770	2.277766	1.515966	1.732070	1.926409	1.452546	1.448280	0.556124	2.365834	1.533009	0.003958	1.523897	2.156533	1.359199	1.567568	1.628922	1.349799	1.560446	1.744388	1.430934	1.468563	1.416288	1.624098	2.162317	1.625076	1.358269	1.532053	1.270934	1.582982	2.149305	1.526291	1.363998	1.380971	1.293481	1.605350	1.686569	2.039587	1.578376	2.083923	1.744385	1.661203	2.056583	1.446003	1.473404	1.560274	1.701667	1.537886	1.477608	1.985365	1.364815	1.805893	1.572289	1.487804	1.568731	1.418503	1.553826	1.435534	1.262283	1.988529	0.341521	1.432389	1.553368	1.605350	1.553826	2.187464	0.337730	1.381920	1.253489	1.263107	1.428726	1.239131	1.468987	1.761023	1.428726	2.178834	1.439553	0.344420	1.524960	1.545756	1.594519	1.382898	1.448678	0.341354	1.371816	1.638595	1.946458
KlePn.1_05061_18-357_NEs	1.957536	0.000000	2.233219	2.014060	2.101635	2.147354	2.147392	2.558991	2.228368	2.072004	1.362164	2.130154	2.188851	2.057222	1.446061	1.947250	2.291745	2.417776	2.085860	1.964244	2.062754	2.034414	2.224676	2.121883	2.024580	2.417776	3.152021	2.546731	2.529124	2.510376	1.862912	2.173986	2.132083	1.593387	2.255236	2.662568	2.762640	2.681611	2.585757	1.548883	2.053297	1.811331	2.227516	2.536264	2.100201	1.589738	2.189377	3.171015	2.041828	1.964244	0.233704	2.030146	1.974884	1.551078	2.307693	2.197853	2.164136	2.329143	2.175981	2.215529	2.118030	1.551078	2.025878	1.612186	1.595823	2.447072	3.205196	2.115956	2.007532	2.108142	2.117439	1.362610	3.444861	1.964244	2.226311	1.562765	2.003482	3.264680	2.189377	2.057222	2.461786	3.135754	2.144603	2.510376	2.120174	2.199871	1.544902	2.098612	2.107752	2.632285	2.321542	2.199891	2.453108	2.424534	2.107752	2.174357	2.378267	2.417776	1.947250	1.521642	3.371437	1.570287	2.306576	2.154321	1.811331	2.032391	2.084228	3.361112	1.922066	2.432959	2.326765	0.234698	2.145787	2.198138	2.187881	2.299890	2.209720	2.663470	2.460136	2.371383	2.329143	1.568421	1.932176	2.342313	2.567498	2.417776	2.460136	1.551078	1.942652	2.651818	2.182904	2.274111	2.656194	2.147220	2.526971	2.020832	2.656194	2.496031	2.024580	1.868907	2.459215	3.342822	2.417633	2.147632	2.290747	1.926420	2.167523	2.148731	2.072742
CitRo.1_28441_1-305_NEs	1.395511	2.233219	0.000000	0.783107	1.283352	1.186017	1.232615	1.145368	1.219571	1.197579	1.783964	1.145073	1.466771	1.161779	1.786268	1.133518	1.196492	1.705487	1.179045	1.421311	1.197579	1.070690	1.302451	0.999322	1.106750	1.694015	1.270867	1.426974	0.906943	0.913007	1.332459	1.188780	1.298397	1.944224	0.895029	0.960290	1.300995	0.973447	1.158660	1.971896	0.846195	1.505760	0.845460	0.907374	0.926930	2.044536	1.445843	1.190127	1.101247	1.421311	2.044984	1.098820	1.410437	2.054117	1.587198	1.262702	1.296849	1.214230	0.888649	1.287086	1.148854	2.054117	1.077051	2.044598	1.992940	1.005435	1.185863	1.343429	0.786231	1.174218	1.240336	1.806599	1.222362	1.421311	1.378379	2.054117	1.118453	1.216958	1.474164	1.163104	1.142286	1.185157	0.934199	0.913007	0.807918	1.483951	2.081629	0.813495	1.117550	0.223855	1.201503	1.342439	1.524082	1.001719	1.117550	1.114267	1.104688	1.694015	1.133518	2.020607	1.233244	2.008852	1.226008	1.230460	1.505760	1.106750	1.095535	1.238309	1.158242	0.989028	1.534966	1.916096	1.079559	1.244041	1.040435	1.541714	1.302186	0.976933	1.152231	0.807066	1.214230	1.964762	1.444962	0.809191	1.426761	1.694015	1.152231	2.054117	1.437193	0.881143	0.899250	0.996472	0.976933	1.145463	0.906202	1.181343	0.976933	1.503487	1.106750	1.434687	1.005435	1.248833	1.692172	1.114267	0.830881	1.454219	1.117192	0.811056	1.354023
KlePn.2_00991_4-332_NEs	1.453292	2.014060	0.783107	0.000000	1.181475	1.014188	1.263718	1.375828	1.293704	1.216606	2.031829	1.106706	1.409581	1.131175	2.150854	1.086729	1.282160	1.507685	1.107398	1.463421	1.234187	1.253082	1.193369	0.992843	1.070169	1.513180	1.295900	1.173492	0.966367	0.959748	1.031526	1.189995	1.173965	1.888356	0.999879	0.914442	1.242481	0.928275	1.303250	1.964586	0.896587	1.668517	0.159011	0.970343	0.836033	1.924705	1.419024	1.155002	1.061345	1.463421	1.823029	1.063023	1.463605	2.069501	1.173942	1.103467	1.246186	1.208132	0.826710	1.248933	1.001672	2.069501	1.240795	1.954426	1.935627	1.075240	1.201855	1.177553	0.003052	1.009862	1.118469	2.007495	1.288794	1.463421	1.280993	2.042580	1.034618	1.307022	1.414866	1.127103	1.391121	1.197202	0.838198	0.959748	0.166104	1.432405	2.040666	0.888278	0.968479	0.872471	1.222252	1.283053	1.167408	1.088924	0.966624	1.029478	1.069759	1.513180	1.086729	1.874112	1.297984	1.977956	1.277106	1.266598	1.668517	1.068586	1.046284	1.284577	1.091939	1.087392	1.327386	1.912079	1.011394	1.251427	1.197926	1.331875	1.258487	0.924806	1.400711	0.862850	1.208132	1.958266	1.415349	0.869335	1.197833	1.513180	1.400711	2.069501	1.419143	0.930996	0.833015	0.994405	0.928275	0.995395	0.959748	1.081130	0.928275	1.177499	1.070169	1.412665	1.075240	1.294209	1.498450	1.030718	0.904074	1.400727	1.033000	0.890275	1.196664
KlePn.1_02225_1-324_NEs	1.602866	2.101635	1.283352	1.181475	0.000000	1.394547	1.652554	1.480222	1.363874	1.605431	2.167032	1.335448	1.715489	2.006654	2.230761	1.606059	1.505144	1.754544	1.366101	1.602866	1.606802	1.369360	1.852037	1.508562	1.479969	1.761454	1.664436	1.778163	1.423544	1.414024	1.392443	1.872467	0.004147	2.166767	1.225066	1.391176	0.475702	1.421576	1.405117	2.270561	1.721805	1.729683	1.186321	1.431114	1.396591	2.397819	1.707885	1.727008	1.473445	1.602866	2.337347	1.472901	1.608827	2.421084	1.366428	1.862162	1.833131	1.489336	1.508683	1.864019	1.393728	2.421084	1.358344	2.344710	2.336502	1.475026	1.755097	1.723534	1.177405	1.373760	1.386348	2.232593	1.753220	1.602866	0.274709	2.426273	1.446054	1.755013	1.709026	2.006654	1.507776	1.767266	1.379841	1.414024	1.176138	1.726134	2.400361	1.346919	1.435239	1.243451	1.481572	1.904979	1.692453	1.465170	1.435239	1.444590	1.332622	1.761454	1.606059	2.159405	1.764160	2.442941	1.580096	1.649992	1.722441	1.481251	1.406571	1.739996	1.629918	1.477059	1.404711	2.188779	1.437165	1.516207	1.368837	1.394247	1.861924	1.421676	1.480264	1.308305	1.489336	2.295627	1.586197	1.313738	1.793880	1.761454	1.480264	2.421084	1.562074	1.302246	1.527133	1.797209	1.421576	1.388832	1.429460	1.639477	1.421576	1.674673	1.479969	1.600342	1.480141	1.751614	1.772304	1.455204	1.359010	1.571854	1.449305	1.331876	1.746800
KlePn.2_31881_1-336_NEs	1.418776	2.147354	1.186017	1.014188	1.394547	0.000000	1.723762	1.405030	1.296953	1.715225	2.412543	1.253213	1.715365	1.407409	2.559591	1.219972	1.258822	1.950686	1.264996	1.418686	1.715225	1.278763	1.432407	1.400051	0.210135	1.951634	1.291182	1.378674	1.243245	1.239715	1.466024	1.455316	1.410817	2.365927	1.272143	1.193183	1.422048	1.211908	1.435774	2.207841	1.144997	1.884857	1.060032	1.258485	1.263594	2.695741	1.706259	1.179202	0.202146	1.418686	1.952401	0.210288	1.428352	2.325803	1.698193	1.369888	1.384352	1.257467	1.129503	1.376522	1.171627	2.325803	1.291893	2.619954	2.607917	1.391130	1.244026	1.480910	1.007815	0.003955	1.226139	2.386719	1.325860	1.418686	1.550729	2.331422	0.174513	1.305521	1.726966	1.402115	1.400318	1.260437	1.275703	1.239715	1.144440	1.738458	2.308897	0.977041	1.353428	1.126643	1.270902	1.368351	1.371001	1.391660	1.353428	0.214524	1.130992	1.951634	1.219972	2.341341	1.305879	2.697641	1.783392	1.730965	1.884857	0.210135	0.179152	1.345016	1.229158	1.392993	1.776778	2.053436	0.208237	1.863276	1.289057	1.785882	1.372608	1.198258	1.400681	1.261945	1.257467	2.208896	1.544850	1.251894	1.383370	1.951634	1.396405	2.325803	1.516009	1.242295	1.125219	1.285151	1.198258	1.171627	1.261895	1.277300	1.198258	1.383784	0.210135	1.554550	1.385189	1.327675	1.934863	0.213174	1.267863	1.510560	0.213342	0.982128	1.485657
KlePn.1_00375_5-334_NEs	1.688721	2.147392	1.232615	1.263718	1.652554	1.723762	0.000000	1.650431	1.588370	1.795183	2.632041	1.596580	1.680578	2.125467	2.803497	1.792521	1.772668	1.888139	1.576458	1.707921	1.795183	1.589099	1.826474	1.421977	1.679788	1.889102	1.935363	1.093212	1.576224	1.581971	1.611683	1.972999	1.641088	2.428884	1.791764	1.649457	1.994065	1.667199	1.546796	2.419879	1.626190	1.775446	1.281264	1.582353	1.249080	2.525234	1.685568	1.811961	1.695137	1.707921	2.353718	1.685899	1.707046	2.650045	1.740925	1.884993	1.857205	1.740012	1.405128	1.884477	1.561763	2.650045	1.575304	2.562342	2.569102	1.456027	1.782444	1.416855	1.264527	1.737974	1.520073	2.641189	1.864129	1.707921	1.723885	2.625855	1.547843	1.896419	1.666193	2.125467	1.653239	1.763536	1.264454	1.581971	1.228803	1.679035	2.649196	1.640657	1.450974	1.322373	1.723626	1.904817	1.692323	1.467902	1.450974	1.659697	1.643347	1.889102	1.792521	2.331852	1.918733	2.489994	2.077987	0.008170	1.767821	1.679788	1.537315	1.880404	1.780414	1.446115	1.669041	2.443534	1.683222	0.203613	1.399956	1.684078	1.868269	1.655962	1.664113	1.443623	1.740012	2.428798	1.732564	1.441611	1.087709	1.889102	1.664113	2.650045	1.762789	1.637843	1.399047	1.712995	1.668949	1.554900	1.585731	1.583182	1.668949	1.707818	1.679788	1.738833	1.455148	1.899568	1.882790	1.659697	1.521612	1.735074	1.667856	1.674472	1.430092
EscCo.4_01985_1-329_NEs	1.532453	2.558991	1.145368	1.375828	1.480222	1.405030	1.650431	0.000000	0.205133	1.522713	3.143961	1.368665	1.926384	1.826539	2.356434	1.352291	1.482395	1.864568	1.367511	1.544813	1.535786	0.266879	1.737668	1.364408	1.352459	1.865531	1.573423	1.530439	1.109533	1.104860	1.608400	1.743848	1.450337	2.787787	1.042550	1.036168	1.571092	1.041236	1.483890	2.991034	1.147969	1.797571	1.370704	1.106119	1.173368	3.055481	1.911744	1.575124	1.342663	1.544813	2.356546	1.342926	1.543828	2.697166	1.667123	1.667506	1.724745	1.453312	1.156117	1.795781	1.485548	2.697166	0.267506	2.879416	2.875692	1.295317	1.494780	1.703969	1.373231	1.394625	1.485437	3.134299	1.373666	1.544813	1.446595	2.656741	1.355617	1.336121	1.909567	1.820591	0.022462	1.493800	1.151829	1.109785	1.417828	1.936706	2.674255	1.438024	1.371027	1.172756	1.417572	1.819321	1.790688	1.300319	1.371027	1.365372	1.425675	1.865531	1.352291	2.863894	1.349188	3.097368	1.497048	1.642156	1.797571	1.349183	1.311753	1.337352	1.373854	1.273101	1.788450	2.144243	1.319455	1.622088	0.219425	1.802252	1.793557	1.041145	0.020429	1.179577	1.453312	3.005643	1.519742	1.187741	1.548033	1.865531	0.019400	2.697166	1.540914	1.109730	1.151882	1.192579	1.044798	1.475478	1.109019	1.281238	1.044798	1.756516	1.352459	1.563825	1.286319	1.368871	1.867961	1.379321	1.140686	1.524186	1.388943	1.406038	1.734283
CitRo.1_19501_1-328_NEs	1.641769	2.228368	1.219571	1.293704	1.363874	1.296953	1.588370	0.205133	0.000000	1.580338	2.692653	1.397021	1.896797	1.815465	2.233904	1.249811	1.446610	1.920291	1.416467	1.635714	1.580338	0.226844	1.488623	1.299045	1.409969	1.909713	1.467933	1.426468	1.124684	1.132085	1.582495	1.653594	1.346113	2.608514	1.069983	1.069788	1.542836	1.082005	1.361756	2.831378	1.120737	1.603611	1.353373	1.125218	1.160727	2.951100	1.871107	1.535525	1.409865	1.635714	2.230581	1.405173	1.654991	2.523423	1.782825	1.680964	1.560543	1.426884	1.105789	1.617937	1.402743	2.523423	0.229772	2.853646	2.842352	1.229680	1.438794	1.656387	1.285058	1.296953	1.349932	2.683197	1.373543	1.635714	1.502945	2.485876	1.276930	1.392819	1.891972	1.803198	0.203578	1.427753	1.134064	1.137210	1.377968	1.924972	2.522074	1.378364	1.306419	1.237149	1.396217	1.602306	1.662092	1.247329	1.306419	1.506728	1.363434	1.909713	1.249811	2.861056	1.406375	3.023251	1.679248	1.581333	1.603611	1.409969	1.375448	1.392666	1.255022	1.256826	1.837835	2.064292	1.431356	1.575672	0.160833	1.846874	1.619273	1.082114	0.204833	1.168361	1.426884	2.848877	1.460058	1.184945	1.444368	1.909713	0.204833	2.523423	1.449146	1.109349	1.110057	1.141670	1.085908	1.392902	1.136269	1.220347	1.085908	1.630489	1.409969	1.442880	1.234007	1.440646	1.951537	1.506728	1.139869	1.454451	1.500790	1.372493	1.677207
KlePn.1_02226_1-319_NEs	1.743254	2.072004	1.197579	1.216606	1.605431	1.715225	1.795183	1.522713	1.580338	0.000000	2.026382	1.799201	1.352917	1.500124	2.474409	1.535043	1.463828	1.488633	1.776138	1.748995	0.002111	1.626106	1.543854	1.740411	1.670841	1.493832	1.719612	2.024787	1.292478	1.289911	0.594037	1.536872	1.606685	2.536411	1.428063	1.310645	1.458633	1.326634	1.837595	2.522253	1.376200	1.877114	1.286246	1.303620	1.501024	2.403498	1.361775	1.714815	1.656904	1.748995	2.110169	1.660293	1.757355	2.402571	1.342197	1.655794	1.524177	1.423365	1.230686	1.560827	1.493745	2.402571	1.609515	2.391659	2.329932	1.786000	1.603137	1.804176	1.212723	1.674799	1.903739	2.062621	1.658574	1.748995	1.851029	2.366922	1.605415	1.664658	1.352328	1.502074	1.554580	1.598121	1.519920	1.289911	1.250055	1.356160	2.387447	1.420986	1.574667	1.135962	1.409551	1.606637	1.733145	1.815983	1.574667	1.713542	1.576464	1.493832	1.535043	2.417455	1.668291	2.551517	0.264919	1.801010	1.862763	1.655210	1.652367	1.605289	1.523382	1.797041	1.475236	1.995255	1.747562	1.866443	1.525551	1.464087	1.574399	1.313808	1.563727	1.238635	1.423365	2.537063	1.782324	1.231656	2.000048	1.493832	1.563727	2.402571	1.792787	1.316019	1.230607	1.468019	1.319268	1.476379	1.301423	1.590547	1.319268	1.718739	1.670841	1.751135	1.786000	1.685952	1.488633	1.735348	1.267113	1.766835	1.743673	1.425563	1.816865
